 REP CMDT, CMDT Code, CMDT - Commodity
8400,846400,"CONCRETE CUTTING TROWEL, NOS"
8400,846402,"CERAMIC MAKING MACHINERY, NOS"
8400,846403,"ASPHALT PAVING MACHINES, NOS"
8400,846500,"WOODWORKING MACHINE, NOS"
8400,846501,"MOLDING MACHINE, NOS"
8400,846502,"PLASTIC MOULDING MACHINERY, NOS"
8400,846503,"SPLITTING MACHINE, NOS"
8400,846600,"TOOL BOXES, NOS"
8400,846791,CHAIN SAW PARTS AND ACCESSORIES
8400,846800,"GAS WELDING MACHINE, NOS"
8400,846802,"WELDING MACHINES, NOS"
8400,846803,"WELDING ELECTRODES, NOS"
8400,846805,"WELDING RODS, NOS"
8400,846806,"WELDING WIRES, NOS"
8400,846807,"WELDING POSITIONER MACHINE, NOS"
8400,846901,"ELECTRONIC TYPEWRITERS, NOS"
8400,846902,"TYPEWRITER PARTS, NOS"
8400,847000,"CASH REGISTERS, NOS"
8400,847001,"CALCULATOR PARTS, NOS"
8400,847002,"CALCULATORS, NOS"
8400,847003,"ELECTRONIC TESTING MACHINERY, NOS"
8471,847100,"COMPUTERS, NOS"
8400,847101,"COMPUTER KEYBOARDS, NOS"
8400,847102,"COMPUTERS PARTS, NOS"
8400,847104,"COMPUTER MONITORS, NOS"
8400,847106,"SCANNER, NOS"
8400,847107,"DISK DRIVE, NOS"
8400,847109,"COMPUTER MOUSE, NOS"
8400,847110,"COMPUTER SUPPLY AND PARTS, NOS"
8400,847112,"CD ROM DRIVE, NOS"
8400,847113,"COMPUTERS MICRO CHIPS, NOS"
8400,847114,"PERSONAL COMPUTER BOARDS, NOS"
8400,847116,"USED COMPUTERS, NOS"
8400,847117,"DATA PROCESSING MACHINES, NOS"
8400,847120,AUTOMATIC DATA PROCESSING MACHINES NOS:
8400,847123,"DEFECTIVE COMPUTER KEYBOARDS, NOS"
8400,847124,"PRINTERS, NOS"
8400,847126,"COMPUTER CONNECTING WIRES, NOS"
8400,847127,"LASER PRINTER, NOS"
8400,847129,"COMPUTER PERIPHERALS, NOS;"
8400,847130,"COMPUTER ACCESSORIES, NOS;"
8400,847132,"COMPUTER METAL CASES, NOS;"
8400,847133,"PRINTER PARTS AND ACCESSORIES, NOS;"
8400,847136,SIMULTANEOUS DOUBLE-EXPOSURE SYSTEM FOR INTERNAL LAYRES OF PRINTED CIRCUIT BOARDS
8400,847137,"KEYBOARD PADS, NOS;"
8400,847138,"PC STAND AND WIRE, NOS"
8400,847200,"STENCIL MACHINE, NOS"
8400,847401,"CEMENT MAKING MACHINERY, NOS"
8400,847403,"CRUSHING MACHINE, NOS"
8400,847406,"STONE GRINDER MACHINERY, NOS"
8400,847409,"SEWAGE PLANT WATER SCREEN SYSTEM, NOS"
8400,847410,"SCREEN PRINTING MACHINERY, NOS"
8400,847412,"SORTING MACHINERY, NOS"
8400,847413,"CEMENT MIXING MACHINE, NOS"
8400,847414,"INDUSTRIAL MIXERS, NOS"
8400,847500,"LAMP MANUFACTURING MACHINERY, NOS"
8400,847502,"FLUORESCENT LAMPS, NOS"
8400,847503,"GLASS MAKING MACHINES, NOS"
8400,847600,"AUTOMATIC TELLER MACHINE PARTS, NOS"
8400,847601,"VENDING MACHINES, NOS"
8400,847602,"AUTOMATIC BANKING MACHINES, NOS"
8400,847604,"FOOD DISPENSING MACHINERY, NOS"
8400,847701,"RUBBER PRODUCT MAKING MACHINERY, NOS"
8400,847702,"TIRE MAKING MACHINE, NOS"
8400,847705,"EXTRUDERS, NOS"
8400,847706,"SHEET EXTRUDER, NOS"
8400,847707,"TIRE MOLDING MACHINERY, NOS"
8400,847708,"PLASTIC MACHINE PARTS, NOS"
8400,847801,"CIGARETTE, TOBACCO MANUFACTURING AND MACHINERY, NOS"
8400,847900,"HUMIDIFIER, NOS"
8400,847904,"COIL WINDING MACHINERY, NOS"
8400,847905,"EMULSIFYING AGENTS, NOS"
8400,847906,FILM PRODUCTION MACHINERY AND PARTS  NOS
8400,847908,PLASTIC FILM PRODUCTION MACHINERY AND PARTS  NOS
8400,847909,"INDUSTRIAL VACUUM CLEANERS, NOS"
8400,848000,"STEEL DOOR SKIN MOLD, NOS"
8400,848100,"PLUMBING AND HARDWARE VALVES, NOS"
8400,848101,"RUBBER VALVES, NOS"
8400,848102,"CONTROL VALVE MACHINERY, NOS"
8400,848104,"THERMOSTATICALLY CONTROLLED VALVES, NOS"
8400,848300,"CHAIN BLOCK, LEVER BLOCK, NOS"
8400,848302,"SPROCKETS AND FITTINGS, NOS"
8400,848340,"GEARS & GREARING. BALL SCREWER, GEAR BOX, ETC"
8400,848400,"PLASTIC WINDOW GASKETS, NOS"
8400,848500,"INSULATORS, NOS"
8400,848501,"HOSE CONNECTORS, NOS"
8400,848503,"COPPER PLATE MILL MAINTENANCE TOOLS, NOS"
8400,848504,"PHOTO COPY MACHINE GLASS FLAT, NOS"
8400,848507,"PHOTO COPY MACHINE STEEL SORTER BINS, NOS"
8400,848510,"GAS FACILITY STEEL STRUCTURES, NOS"
8400,848511,"COMMERCIAL AIR CONDITIONERS, NOS"
8400,848512,"INDUSTRIAL AIR CONDITIONERS, NOS"
8400,848513,"RESIDENTIAL AIR CONDITIONERS, NOS"
8400,848514,"AIRCRAFT GROUND SUPPORT MACHINERY, NOS"
8400,848515,"BLEACHING MACHINERY, NOS"
8400,848516,"COATING MACHINE, NOS"
8400,848517,"DRYING MACHINES, NOS"
8400,848518,"DYEING MACHINES, NOS"
8400,848519,"FINISHING MACHINES, NOS"
8400,848520,"PRESSING MACHINES, NOS"
8400,848522,"COMMERCIAL WASHING MACHINERY, NOS"
8400,848523,"STRINGS,NOS."
8400,848600,"INTERNAL COMBUSTION ENGINES, NOS"
8500,850000,ELECTRICAL GOODS AND EQUIPMENT AND PARTS THEREOF
8500,850001,"ELECTROLYTIC CAPACITATORS, NOS"
8500,850002,"ELECTROLYTIC RESISTORS, NOS"
8500,850004,"POINT OF SALES TERMINALS, NOS"
8500,850005,"ELECTRICAL MATS, NOS"
8500,850006,"BROKEN SEMI-CONDUCTOR WAFER, NOS"
8500,850007,"ELECTRICAL DISC, NOS"
8500,850008,"AUDIO RECORDERS, NOS"
8500,850009,"TELEVISION RECEPTION MACHINERY, NOS"
8501,850010,"TELEVISIONS, NOS"
8500,850011,"RADIOS, NOS"
8500,850012,"CELLULAR PHONE, NOS"
8500,850013,"STEREO, NOS"
8500,850014,"CAR STEREO, NOS"
8500,850015,"MICROWAVE OVEN, NOS"
8500,850018,"ELECTRICAL BALLAST, NOS"
8500,850019,"COMPUTER CARTRIDGES, NOS"
8500,850020,"ELECTRICAL POWER SUPPLY, NOS"
8500,850021,"ELECTRICAL ADAPTORS, NOS"
8500,850022,"ELECTRIC PLUGS, NOS"
8500,850023,"TELECOMMUNICATION MACHINERY, NOS"
8500,850025,"CLOCK RADIO, NOS"
8500,850026,"CORDLESS TELEPHONE, NOS"
8500,850027,"AMPLIFIERS, NOS"
8500,850028,"KARAOKE MACHINE, NOS"
8500,850029,"VIDEO RECORDERS, NOS"
8500,850030,"FAN COIL AIR UNIT, NOS"
8500,850031,"COMPACT DISC PLAYERS, NOS"
8500,850032,"HEADPHONES, NOS"
8500,850034,"ANTENNAS, NOS"
8500,850035,"MICROPHONES, NOS"
8500,850036,"ELECTRIC MASSAGER, NOS"
8500,850038,"INTEGRAL CIRCUITS, NOS"
8500,850039,"VIDEO CAMERA, NOS"
8500,850040,"SPEAKER, NOS"
8500,850043,"MUSICAL SPLITTER, NOS"
8500,850044,"TELEPHONES, NOS"
8500,850045,"TRANSFORMERS, NOS"
8500,850046,"MUSICAL AMPLIFIERS, NOS"
8500,850048,"MUSICAL LIGHTING, NOS"
8500,850049,"ELECTRICAL METER SOCKETS, NOS"
8500,850050,"COLOR TELEVISIONS, NOS"
8500,850051,"CASSETTE PLAYERS, NOS"
8500,850053,"ENAMELLED COPPER WIRE, NOS"
8500,850054,"ADVANTAGE ACCESSORY SYSTEM, NOS"
8500,850055,"ELECTRICAL SOCKET, NOS"
8500,850057,"ELECTRICAL COVERING SWITCH, NOS"
8500,850058,"ELECTRICAL CONNECTOR, NOS"
8500,850060,"ELECTRICAL VACUUM TUBE, NOS"
8500,850061,"TUNER, NOS"
8500,850062,"FLOOR LAMPS, NOS"
8500,850063,"GAS APPLIANCES, NOS"
8500,850065,"AIR CRAFT TESTING MACHINERY, NOS"
8500,850066,"SAFETY CABINETS, NOS"
8500,850069,"AUTOMOTIVE DRIVER SIMULATOR MACHINERY, NOS"
8500,850070,"BATTERY CHARGING UNITS, NOS"
8500,850071,"AUTOMATIC GRID MACHINE, NOS"
8500,850072,"BATTERY MAKING MACHINERY, NOS"
8500,850073,"FERRITE MAGNET, NOS"
8500,850080,"SCIENTIFIC ACCESSORIES, NOS"
8500,850100,"ELECTRIC MOTORS, NOS"
8500,850101,"ELECTRICAL MOTOR PARTS, NOS"
8500,850102,"BED SPRING ASSEMBLY MACHINERY, NOS"
8500,850104,"BLOWN FILM MACHINE, NOS"
8500,850105,"CAMERA PRODUCING MACHINERY, NOS"
8500,850106,"BREAD PRODUCTION LINE MACHINERY, NOS"
8500,850109,"CIRCUIT BOARD MANUFACTURING MACHINERY, NOS"
8500,850110,"SLOT MACHINES, NOS"
8500,850111,"SOLAR BATTERY TESTER, NOS"
8500,850112,"DISPOSABLE AIR BAGS, NOS"
8500,850113,"ALKALLINE BATTERIES, NOS"
8500,850114,"INTERCOM, NOS"
8500,850115,"FRYERS, NOS"
8500,850116,"DIGITAL LIQUID CRYSTAL MACHINERY, NOS"
8500,850117,"INDUSTRIAL RADIATORS, NOS"
8500,850119,"USED ELECTRICAL GOODS,  NOS"
8500,850120,"DYNAMONITOR, NOS"
8500,850121,"METAL DETECTORS, NOS"
8500,850124,"GROUND POWER UNITS, NOS"
8500,850127,"INDUSTRIAL WASHER EXTRACTOR, NOS"
8500,850129,"TRANSIT RECORDER, NOS"
8500,850131,"TELECOMMUNICATION PARTS, NOS"
8500,850132,"NAVIGATIONAL RADIO TRANSMITTER, NOS"
8500,850133,"AIR DISTRIBUTION MACHINERY, NOS"
8500,850134,"ELECTRICAL SURGICAL MACHINERY, NOS"
8500,850135,"ELECTRICAL BUSSBAR SYSTEMS, NOS"
8500,850136,"ELECTRICAL CONDUIT, NOS"
8500,850137,"ELECTRICAL CONTROL PANELS, NOS"
8500,850138,"ELECTRICAL DATA TERMINALS, NOS"
8500,850139,"ELECTRIC INTERIOR WIRING DEVICES, NOS"
8500,850140,"ELECTRIC FITTINGS, NOS"
8500,850141,"FUSES, NOS"
8500,850142,"INSULATED CONDUCTORS, NOS"
8500,850143,"LAMP SOCKETS, NOS"
8500,850146,"PANELBOARDS, NOS"
8500,850147,"RAT CONTROL DEVICES, NOS"
8500,850149,"ELECTRICAL RELAYS, NOS"
8500,850150,"REMOTE CONTROLS, NOS"
8500,850153,"SIRENS, NOS"
8500,850154,"SWITCHBOARDS, NOS"
8500,850155,"ELECTRICAL SWITCHES, NOS"
8500,850156,"TERMINAL STRIPS, NOS"
8500,850157,"ELECTRICAL TERMINALS, NOS"
8500,850158,"ELECTRIC WATT HOUR METERS, NOS"
8500,850159,"ZONE CONTROLLER, NOS"
8500,850161,"CIRCUIT BOARDS, NOS"
8500,850162,"TELEVISION PICTURE TUBES, NOS"
8500,850163,"AUTOMOBILE TRANSMISSION TESTING MACHINES, NOS"
8500,850164,"ROTARY CONVERTERS, NOS"
8500,850165,"GENERATORS, NOS"
8500,850167,"LEAD BATTERY ACID MAKING MACHINERY, NOS"
8500,850168,"SOLAR MACHINERY, NOS"
8500,850169,"ELECTRICAL TRANSFORMERS, NOS"
8500,850170,"METAL HALIDE LAMPS, NOS"
8500,850171,"FLOOD LIGHTS, NOS"
8500,850172,"SEALED LIGHT BEAMS, NOS"
8500,850173,"SPOTLIGHTS, NOS"
8500,850174,"FLUORESCENT FIXTURES, NOS"
8500,850175,"FLUORESCENT LAMPS, NOS"
8500,850176,"SATELLITE DISHES, NOS"
8500,850178,"STEREO SPEED CONTROL, NOS"
8500,850181,"PORTABLE VIDEO SCREENS, NOS"
8500,850182,"BROADCASTING MACHINERY, NOS"
8500,850183,"SKYLIGHTS AND PARTS, NOS"
8500,850184,"ELECTRICAL MACHINE SOLAR MODULES, NOS"
8500,850186,"FIBER OPTICAL CABLE, NOS"
8500,850200,"DIESEL GENERATOR SETS AND PARTS, NOS"
8500,850400,"TRANSFORMER CORE, NOS"
8500,850402,"ELECTRONIC BALLAST, NOS"
8500,850404,"POWER TRANSFORMERS, NOS"
8500,850500,"MAGNETS, NOS"
8500,850600,"BATTERIES, NOS"
8500,850601,"SEALED RECHARGEABLE BATTERIES, NOS"
8500,850606,"USED AUTOMOBILE BATTERIES, NOS"
8500,850607,"BATTERIES(NON-HAZARDOUS), NOS"
8500,850608,"DUPLICATING MACHINE, NOS."
8500,850700,"BATTERY SEPARATORS, NOS"
8500,850800,"ELECTRIC HAND DRILL, NOS"
8500,850900,"HOUSEHOLD BREAD MACHINE, NOS"
8500,850901,"JUICE EXTRACTOR, NOS"
8500,850902,"VACUUM CLEANERS, NOS"
8500,850903,"BLENDERS, NOS"
8500,850904,"ELECTRIC GRINDER, NOS"
8500,850905,"VACUUM SWEEPER, NOS"
8500,850906,"VACUUM CLEANER BAGS, NOS"
8500,850907,"CAR WASH VACUUM SYSTEM, NOS"
8500,850908,"RETURNED APPLIANCES, NOS"
8500,850909,"VACUUM CLEANER AND PARTS,NOS"
8500,851000,"ELECTRIC SHAVERS AND ACCESSORIES, NOS"
8500,851200,"COATED LIGHTING REFLECTORS, NOS"
8500,851201,"NOSE TRIMMER, NOS;"
8500,851400,"ELECTRIC INDUCTION MOTOR, NOS"
8500,851401,"INDUSTRIAL LABORATORY FURNACES AND OVENS, NOS"
8500,851402,"FURNACE GLASS TEMPERING MACHINERY, NOS"
8500,851403,"INDUSTRIAL ELECTRIC HEATERS, NOS"
8500,851404,"INDUCTION FURNACE, NOS"
8500,851500,"WELDING BEAM LINE, NOS"
8500,851501,"PULSES, NOS"
8500,851502,"PLASMA CUTTING MACHINERY, NOS"
8500,851503,"FILAMENT WELDING MACHINERY, NOS"
8500,851600,"COFFEE MAKERS, NOS"
8500,851601,"FURNACES, NOS"
8500,851602,"FRYERS AND ROTISSERIES, NOS"
8500,851603,"VAPORIZERS, NOS"
8500,851604,"GAS OVEN RANGES, NOS"
8500,851605,"RADIO PARS, NOS;"
8500,851606,"PRESSURE WASHERS, NOS"
8500,851700,"TELEPHONE HANDSET, NOS"
8500,851701,"FACSIMILE MACHINE, NOS"
8500,851702,"HOME SECURITY ALARMS, NOS"
8517,851704,"TELEPHONE AND PARTS, NOS"
8517,851705,"COMMUNICATION EQUIPMENT, NOS;"
8517,851710,"TELEPHONE PARTS AND ACCESSORIES, NOS"
8500,851800,"SPEAKER GRILLES, NOS"
8500,851801,"TURNTABLE, NOS"
8500,851802,"AUTOMOBILE AMPLIFIERS, NOS"
8500,851803,"LOUDSPEAKER PARTS, NOS"
8500,851804,"LOUDSPEAKERS, NOS"
8500,851805,"WIRELESS HEADPHONES, NOS"
8500,851806,"DEFECTIVE SPEAKERS, NOS"
8500,851807,AUDIO/VIDEO EQUIPMENT
8500,851809,"AUDIO TAPE, NOS;"
8518,851810,"AUDIO/VIDEO/TV EQUIPMENT AND PARTS INCLUDING TV TUBE, NOS;"
8518,851813,"VIDEO CARD, NOS;"
8518,851814,"COMPACT DISK, NOS;"
8518,851815,"RECORDABLE CD, NOS;"
8518,851816,"CD CASES, NOS;"
8518,851817,"SPEAKERS AND LOUD SPEAKERS, NOS;"
8518,851818,"DIGITAL TV SETS, NOS;"
8518,851819,"AUDIO CASSETTE HOUSING, NOS;"
8518,851821,"HOME THEATER SYSTEMS, NOS;"
8518,851822,"SPEAKERS AND STEREO EQUIPMENT, NOS;"
8518,851825,"TV COMPONENTS, NOS;"
8518,851826,"SPEAKER & STEREO PARTS, NOS;"
8518,851827,"TAPES, FILMS AND CD, NOS;"
8518,851828,"CAR AUDIO, NOS;"
8518,851829,"DVD CASES, NOS;"
8500,851901,"RADIO CASSETTE RECORDER, NOS"
8500,851902,"JUKEBOXES, NOS"
8500,851903,"RECORDABLE MEDIA, DEVICE, AND ACCESSORIES"
8500,852000,"TELEPHONE ANSWERING MACHINE, NOS"
8500,852003,"CASSETTE TAPE, NOS"
8500,852301,"BLANK CASSETTE, NOS"
8500,852500,"MOBILE RADIOS AND PARTS, NOS"
8500,852501,"TELEVISION TRANSMISSION MACHINERY, NOS"
8500,852502,"RADIO BROADCASTING TRANSMITTERS, NOS"
8500,852600,"ELECTRONIC REMOTE CONTROLLED RADIO, NOS"
8500,852602,"RADAR SYSTEM, NOS"
8500,852800,"TV MONITOR PARTS, NOS"
8500,852801,"TELEVISION SATELLITE, NOS"
8500,852802,"SATELLITE RECEIVER, NOS"
8500,852803,"MONITORS, NOS"
8500,852900,"AUTO ANTENNAS, NOS"
8500,852901,"SATELLITE ANTENNA, NOS"
8500,852904,"RADIO ANTENNA, NOS"
8500,853000,"TRAFFIC SIGNAL CONTROLLING BOX, NOS"
8500,853100,"SECURITY CODE SYSTEM, NOS"
8500,853101,"ALARM PARTS, NOS"
8500,853102,"ALARM HORN, NOS"
8500,853103,"BURGLAR ALARM SYSTEMS, NOS"
8500,853105,"LIQUID CRYSTAL DISPLAY, NOS"
8500,853106,"FIRE PROTECTION MACHINERY, NOS"
8500,853107,"FIRE ALARM PARTS, NOS"
8500,853108,"ALARMS,NOS."
8500,853109,"LED DISPLAY PANEL, NOS"
8500,853200,"UNINTERRUPTED POWER SUPPLY, NOS"
8500,853201,"BACK-UP ELECTRIC POWER SUPPLY SYSTEM, NOS"
8500,853900,"ELECTRIC DISCHARGE LAMPS, NOS"
8500,853901,"INCANDESCENT LIGHT BULBS, NOS"
8500,853902,"FLUORESCENT ELECTRICAL TUBES, NOS"
8500,853903,"ELECTRICAL DISCHARGING MACHINE, NOS;"
8500,853905,"GAS CIRCUIT BREAKER, NOS;"
8500,853906,"RADIO CONTROLLER (TOY), NOS;"
8500,853907,"CONNECTOR AND PARTS, NOS;"
8500,853908,"ASSEMBLING MACHINE FOR CONNECTOR, NOS;"
8500,853909,"HAIR DRYER, NOS;"
8500,853910,"VIBRATION MASSAGER, NOS;"
8500,853911,"MASSAGE CHAIR, NOS;"
8500,853912,"MASSAGE ACCESSORIES, NOS;"
8500,853913,"RICE COOKER, NOS;"
8500,853914,"SLOW COOKER, NOS;"
8500,853915,"RICE STORAGE CONTAINER, NOS;"
8500,853916,"WATER DISPENSER, NOS;"
8500,853917,"DISH DRYER, NOS;"
8500,853918,"ROASTER OVEN, NOS;"
8500,853919,"TOASTER OVEN, NOS;"
8500,853920,"CONVECTION OVEN, NOS;"
8500,853921,"INDUCTION COOKER, NOS;"
8500,853922,"HERB MEDICINE COOKER, NOS;"
8500,853923,"SKILLET PAN, NOS;"
8500,853924,"MULTIFUNCTION GRINDER/JUICER, NOS;"
8500,853925,"KITCHEN APPLIANCES, NOS;"
8500,853926,"BATTERIES, HAZARDOUS(UN2796, CLASS 8), NOS;"
8500,853927,"ELECTRIC CABLE, NOS;"
8500,853928,"MONITOR CIRCUIT BOARD ASSEMBLY, NOS;"
8500,853929,"PROGRAMABLE CONTROLLER, NOS;"
8500,853930,"POWER CONVERTER, NOS;"
8500,853933,"COOLER, NOS;"
8500,853934,"ELECTRONIC GOODS AND PARTS, NOS;"
8500,853935,"ADAPTORS, NOS;"
8500,853936,"BATTERY CHARGER, NOS;"
8500,853937,"CONVERTER, NOS;"
8500,853938,"CLOTHING IRON, NOS;"
8500,853939,SMALL APPLIANCES NOS;
8500,853942,"ELECTRONIC GAME PARTS & ACCESSORIES, NOS;"
8500,853943,"HOME APPLIANCES, NOS;"
8500,853944,"LCD PANEL, NOS;"
8500,853945,"LCD MONITOR, NOS;"
8500,853946,"ELECTRIC TOOTHBRUSH, NOS;"
8500,853947,"ELECTRONIC GAME EQUIPMENT, NOS;"
8500,853948,AUDIO/VIDEO EQUIPMENT; PARTS & ACCESSORIES; NOS;
8500,853949,COMPACT/LASER DISC & ACCESSORIES; NOS;
8500,853952,CONSUMER ELECTRONIC ACCESSORIES; NOS;
8500,853953,WALKIE TALKIE; NOS;
8500,853954,"DVD(DIGITAL VERSATILE DISC), NOS;"
8500,854000,"PICTURE TUBES, NOS"
8500,854001,"COLOR PICTURE TUBES, NOS"
8541,854100,"ELECTRICAL GOODS, NOS: TRANSISTOR, NOS"
8541,854101,"ELECTRICAL GOODS AND PARTS, NOS"
8541,854102,"DVD DRIVES, NOS;"
8541,854106,"INTEGRATED ASSEMBLY SYSTEM, NOS;"
8541,854108,"DECORATIVE ELECTRICAL, NOS;"
8541,854109,"PRO STEAM IRON, NOS"
8541,854110,"ELECTRICAL APPLIANCES, NOS;"
8500,854111,"SILICON BROKEN WAFERS, NOS"
8500,854200,"INTEGRATED CIRCUITS, NOS"
8500,854201,"ELECTRONIC SCRAP, NOS"
8500,854202,"ELECTRONIC TRANSMITTERS, NOS"
8500,854300,"SOUND ACTIVATED CLAPPER SWITCHES, NOS"
8500,854301,"ELECTRICAL DISPLAY SIGNS, NOS"
8500,854302,"ELECTROPLATING MACHINERY, NOS"
8500,854303,"AUTOMATIC PLATING MACHINES, NOS"
8500,854305,"ELECTRIC SIGNS, NOS"
8500,854400,"EXTENSION CORDS, NOS"
8500,854402,"ELECTRICAL CORDS, NOS"
8500,854403,"STEEL CABLE CONNECTORS, NOS"
8500,854404,"TELEPHONE CABLES, NOS"
8500,854405,"COMMUNICATION CABLE, NOS"
8500,854406,"COAXIAL CABLE, NOS"
8500,854407,UTP(UNSHIELED TWISTED PAIRS) CABLE
8500,854500,"BATTERY TESTING MACHINERY, NOS"
8500,854600,"CERAMIC INSULATORS, NOS"
8500,854800,"DRAINED SCRAP BATTERY, NOS"
8500,854801,"BATTERY SCRAP, NOS"
8600,860000,"LOCOMOTIVES; RAILWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF"
8600,860001,"POWER RECOVERY TRAIN, NOS"
8600,860002,"RAILROAD TESTING EQUIPMENT, NOS"
8600,860700,"AXLES, AUTOMOBILE AND TRUCK; NOS"
8600,860701,"RAIL ROAD TRUCK COUPLER, NOS"
8600,860900,"CARRIAGE, NOS"
8700,870000,AUTOMOBLIES; VEHICLES OTHER THAN RAILWAY ROLLING STOCK
8700,870001,HAND TRUCKS AND WHEEL BARROWS; NOS
8700,870002,"AUTOMOBILE CONDENSORS, NOS"
8700,870003,"ALUMINUM WHEELS, NOS"
8700,870004,"AUTO CHAINS, NOS"
8700,870005,"PASSENGER VANS, NOS"
8700,870006,"AUTO PARTS, NOS"
8700,870008,"SPORT UTILITY VEHICLES, NOS;"
8700,870009,"AUTO AIR CONDITIONING PARTS, NOS"
8700,870010,"AUTO PARTS DOOR SASH BRACKETS, NOS"
8700,870011,"AUTO PARTS BOLTS, NOS"
8700,870012,"AUTO PARTS ENGINES, NOS"
8700,870013,"BRAKEPADS AND FILTERS, FOR AUTOMOBILES, NOS"
8700,870014,"FILTER FOR AUTOMOBILE, NOS"
8700,870015,"MOTOR, NOS"
8700,870016,"SPARE PARTS, FOR AUTO AND MOTORCYCLES, NOS"
8700,870017,"AGRICULTURAL GEAR BOXES, NOS"
8700,870019,BRAKE ROTORS AND DRUMS; NOS
8700,870020,"AUTOMOTIVE ACCESSORIES WHEEL FLAPS, NOS"
8700,870021,"AUTO MIRROR, NOS"
8700,870022,"AUTO PARTS BUMPER STAMP REINFORCEMENT, NOS"
8700,870023,"AUTO PARTS JACK, NOS"
8700,870024,AUTOPARTS AND MATERIALS FOR AUTOMOBILE
8700,870026,"BICYCLES CHAIN, NOS"
8700,870028,"VEHICLES, UNBOXED, AND PARTS, NOS:"
8700,870029,"MANUAL SEAT TRACKS, AUTOMOBILE, NOS"
8700,870030,"HUB CAP, NOS"
8700,870031,"VAN, BROADCASTING, NOS"
8700,870032,"BUS CHASSIS, NOS"
8700,870033,"BICYCLE RIMS, NOS"
8700,870034,"HOVERCRAFT, NOS"
8700,870035,"BICYCLES AND PARTS, USED; NOS"
8700,870036,"WATER BICYCLES, NOS"
8700,870037,"CAMPER SHELL, NOS"
8700,870038,"PASSENGER BUS, UNBOXED, NOS"
8700,870039,"KD DUMP TRUCK, NOS"
8700,870040,"FIRE TRUCK, NOS"
8700,870041,LIFT TRUCK AND TRACTOR PARTS; NOS
8700,870042,"TRANS-AXLE TESTER, NOS"
8700,870043,"CARTS, VENDING, NON-MOTORIZED, NOS"
8700,870045,"HYDRAULIC TRACKERS, HYDRAULIC PALLET TRUCKS; NOS"
8700,870048,"AUTOMOBILE, KD, NOS"
8700,870049,"MOTORCYCLE SIDE CARS, NOS"
8700,870050,"RECREATIONAL VEHICLES, NOS"
8700,870051,AUTOMOBILES AND MOTORCYCLES; NOS
8700,870053,AUTO BATTERIES; NOS
8700,870054,AUTOMOTIVE COMPONENT PARTS AND MOTOR VEHICLE PARTS; NOS
8700,870055,"GOLF PULL CARTS, NOS"
8700,870056,"TRANSPORTERS, NOS"
8700,870057,"STEP VAN, NOS"
8700,870058,"TRUCKS, BOB-TAIL WITH TRAILER, NOS"
8700,870060,"TRUCK PARTS, NOS"
8700,870061,"TRUCK BODIES, NOS"
8700,870062,"TRUCKS, LIFTGATES,  NOS"
8700,870063,"GARBAGE TRUCKS, NOS"
8700,870064,"TRUCK TRACTOR, NOS"
8700,870065,"TRUCK ACCESSORIES, VIZ:"
8700,870066,"TRUCKS, SEMI-KD, NOS"
8700,870068,"TUG CAR, NOS"
8700,870069,STEERING WHEEL COVERS
8700,870070,"FORKLIFT TRUCK PARTS, NOS;"
8700,870071,"COVERS AND ACCESSORIES FOR AUTOMOBILES, RECREATIONAL VEHICLES AND BOATS."
8700,870072,"TIE DOWNS, NOS"
8700,870100,"TRACTORS, NOS"
8700,870101,"TRACTOR PARTS, NOS"
8700,870103,"FARM TRACTORS, NOS"
8700,870104,"ROTARY CUTTER, NOS"
8700,870106,"TRACTOR, TOW, NOS"
8700,870107,"TRACTOR, YARD, NOS"
8700,870301,"GOLF CARTS AND PARTS, NOS"
8700,870302,"CARS, USED, NOT FOR RESALE, NOS"
8700,870303,"AIRPLANE BOARDING VEHICLE, NOS"
8700,870304,JET SKIS; NOS
8700,870305,"SNOW MOBILES, NOS"
8700,870306,"BATTERY CARS, NOS"
8700,870307,"GO CARTS, NOS"
8700,870400,"DUMP TRUCK, NOS"
8700,870500,FIRE FIGHTING VEHICLES AND AIRCRAFT RESCUE VEHICLES; NOS
8700,870501,"MARK LIFTER, NOS:"
8700,870503,"STREET SWEEPERS, NOS"
8700,870504,"AMBULANCES, NOS"
8700,870505,"AIRCRAFT GROUND SUPPORT VEHICLE, NOS"
8700,870600,"TRAILER CHASSIS, USED, NOS"
8700,870601,"TRUCK CHASSIS, NOS"
8700,870610,"TRANSPORTATION EQUIPMENT AND PARTS, NOS"
8700,870801,"WHEEL CASTER, NOS"
8700,870802,"CAR BUMPERS, NOS"
8700,870803,"AUTOMOTIVE RADIATORS, NOS"
8700,870804,"AUTO MUFFLERS, NOS"
8700,870805,"VAN RACKS, STEEL, NOS"
8700,870806,"SHOCK ABSORBERS, NOS"
8700,870807,"AUTOMOTIVE SERVICE EQUIPMENT, NOS:"
8700,870808,"MOTOR VEHICLE REFLECTORS, PLASTIC, NOS"
8700,870809,"WIPER BLADES, NOS"
8700,870900,"LIFT TRUCK, NOS"
8700,870902,"LIFT TRUCK PARTS FOR HANDLING DRUMS OR BARRELS, NOS"
8700,871000,"ARMOURED TRUCK, NOS"
8700,871100,MOPEDS AND MOTOR SCOOTERS; NOS
8700,871101,"MOTORCYCLES, NOS"
